UserId,No Of Abuse Report,No Of Rejected Friend Requests,No Of Friend Requests Thar Are Not Accepted,No Of Friends,No Of Followers,No Of Likes To Unknown Account,No Of Comments Per Day,Fake Or Not Category
5867,105,935,530,231,883,287,131,0
5868,732,258,145,400,892,718,808,1
5869,911,28,140,351,63,916,146,1
5870,737,212,894,855,211,822,856,0
5871,566,307,871,949,644,865,492,0
5872,704,637,867,140,392,370,361,0
5873,438,488,395,320,946,317,120,0
5874,464,390,681,213,422,716,264,1
5875,51,570,541,684,644,772,680,0
5876,961,498,66,299,294,478,13,0
5877,63,848,836,805,307,98,890,1
5878,908,811,965,867,360,707,739,0
5879,601,743,488,442,391,198,284,1
5880,683,932,412,808,978,974,578,1
5881,660,526,257,754,62,125,717,1
5882,71,604,56,803,316,909,26,1
5883,411,638,36,446,905,427,232,1
5884,577,587,708,74,593,961,188,0
5885,979,599,889,242,317,646,396,0
5886,671,613,841,105,329,635,911,1
5887,984,105,125,113,639,289,716,1
5888,777,599,251,752,852,100,457,1
5889,960,705,713,653,787,0,793,1
5890,829,954,178,701,154,359,366,0
5891,409,458,629,601,772,937,485,1
5892,742,754,888,84,968,754,427,0
5893,890,457,491,408,153,290,452,1
5894,444,647,919,287,705,843,113,1
5895,515,364,513,990,471,843,608,0
5896,473,918,412,243,339,161,377,0
5897,204,156,907,415,680,978,262,0
5898,438,18,22,606,352,828,761,0
5899,88,463,940,231,947,626,294,0
5900,683,772,394,783,910,622,67,1
5901,927,187,673,630,349,899,207,1
5902,600,996,464,138,831,7,723,1
5903,835,386,323,27,262,228,456,1
5904,791,424,719,52,942,312,302,1
5905,749,932,796,376,47,756,685,1
5906,132,799,273,445,853,871,466,1
5907,942,300,335,311,371,198,645,0
5908,616,171,924,930,575,591,817,0
5909,484,175,866,737,280,371,72,0
5910,681,184,80,757,83,190,322,0
5911,683,441,820,443,187,503,576,0
5912,651,864,634,368,655,776,898,1
5913,525,511,702,393,831,952,909,1
5914,106,826,642,833,910,495,906,1
5915,985,306,550,930,987,114,845,1
5916,971,334,800,427,878,162,677,0
5917,445,613,584,605,387,82,492,0
5918,721,645,635,999,709,414,702,1
5919,309,253,869,673,690,927,482,1
5920,259,592,666,335,354,99,828,0
5921,909,663,806,917,223,274,285,1
5922,728,931,79,892,122,778,879,0
5923,613,738,193,441,337,195,820,0
5924,636,345,516,925,607,668,175,0
5925,15,458,318,801,206,265,760,1
5926,606,992,382,408,23,210,115,0
5927,747,82,816,131,984,936,366,0
5928,493,900,0,571,850,711,81,1
5929,825,64,125,10,103,253,797,0
5930,976,282,318,969,5,675,537,1
5931,145,227,541,64,928,304,714,0
5932,715,2,977,473,769,745,623,1
5933,126,119,650,401,831,485,644,1
5934,304,885,908,355,793,218,743,0
5935,192,843,189,838,81,137,165,0
5936,894,581,500,114,974,149,770,0
5937,283,462,386,269,335,765,561,0
5938,407,984,554,984,570,345,148,1
5939,580,350,658,56,792,249,860,0
5940,35,3,88,524,520,136,755,1
5941,420,679,88,550,473,427,843,1
5942,366,259,936,640,139,896,516,1
5943,636,648,915,888,15,745,355,0
5944,97,154,489,866,273,212,128,1
5945,928,958,332,372,17,0,863,0
5946,651,31,542,271,872,668,619,1
5947,154,548,146,159,888,394,686,1
5948,390,906,75,268,812,375,846,1
5949,632,297,591,384,876,754,268,1
5950,368,80,507,524,211,198,268,0
5951,368,504,383,54,923,601,941,0
5952,736,731,520,78,282,615,698,0
5953,277,625,878,211,710,141,632,1
5954,929,150,843,761,308,164,7,0
5955,176,781,839,928,809,701,443,0
5956,191,918,807,550,983,740,162,1
5957,315,249,822,807,208,915,801,0
5958,302,742,447,909,964,657,718,0
5959,769,578,613,198,922,586,284,1
5960,296,715,98,130,885,996,23,0
5961,923,931,693,325,209,363,406,1
5962,943,621,944,913,676,782,569,0
5963,75,619,535,493,739,636,925,0
5964,592,54,77,957,864,846,279,1
5965,937,219,321,584,653,816,689,1
5966,371,630,159,384,962,840,807,1
5967,917,206,889,950,707,227,225,1
5968,602,363,307,584,620,930,713,1
5969,394,569,209,248,192,550,799,0
5970,104,161,206,580,944,542,94,1
5971,631,415,292,349,387,6,463,1
5972,825,431,684,532,558,720,998,0
5973,28,814,32,96,487,740,141,1
5974,536,374,518,117,124,490,735,1
5975,858,563,708,216,67,372,992,0
5976,692,983,390,712,821,958,549,0
5977,746,168,979,162,738,50,563,1
5978,575,174,283,360,305,84,86,0
5979,295,252,794,330,179,262,357,1
5980,342,204,622,241,128,352,683,1
5981,278,245,521,215,598,856,719,1
5982,300,732,560,720,69,287,148,1
5983,827,534,545,878,329,306,131,0
5984,591,813,854,414,535,212,616,0
5985,34,529,9,312,355,787,318,1
5986,404,938,287,362,859,48,962,1
5987,892,149,860,698,225,118,766,1
5988,406,171,176,396,307,225,813,1
5989,514,405,192,965,598,617,331,1
5990,292,884,385,269,857,659,280,1
5991,939,244,384,117,740,224,125,0
5992,235,763,702,602,712,364,504,1
5993,22,656,550,127,758,164,902,1
5994,897,469,851,917,525,559,738,0
5995,41,275,329,506,783,956,196,0
5996,226,727,420,393,568,327,74,1
5997,31,807,253,442,361,888,830,1
5998,982,308,490,116,64,263,418,1
5999,959,572,389,799,974,564,207,0
6000,965,70,285,986,129,131,935,1
6001,272,168,822,0,226,628,139,0
6002,964,169,453,102,913,692,133,0
6003,218,548,713,276,564,221,715,1
6004,63,418,669,150,49,768,201,1
6005,732,182,141,427,157,557,595,0
6006,996,700,920,399,768,806,638,0
6007,800,915,79,491,898,665,514,1
6008,502,593,766,576,969,239,439,0
6009,23,323,221,925,825,470,204,0
6010,318,450,861,650,688,125,153,1
6011,184,243,861,352,570,111,839,0
6012,158,48,883,995,983,11,309,1
6013,283,215,418,834,564,262,294,1
6014,265,932,602,112,74,43,16,1
6015,59,945,875,704,926,932,213,0
6016,782,164,122,736,376,690,704,1
6017,141,64,181,619,84,712,479,0
6018,371,898,167,487,812,184,933,0
6019,8,940,141,654,128,503,40,0
6020,756,216,290,5,217,262,654,0
6021,861,556,92,452,743,971,686,0
6022,62,619,878,182,311,121,641,1
6023,539,417,473,234,383,351,142,1
6024,127,271,637,493,900,893,903,1
6025,480,543,118,258,431,465,730,1
6026,798,687,109,510,107,942,294,0
6027,897,636,976,138,721,648,957,1
6028,955,552,8,686,254,347,774,1
6029,817,505,45,572,2,339,941,1
6030,735,518,677,808,187,179,511,0
6031,284,694,480,291,104,491,310,0
6032,199,614,483,322,743,393,100,1
6033,196,241,370,893,833,949,382,0
6034,772,45,22,319,667,173,169,1
6035,852,560,754,942,665,482,162,1
6036,303,322,280,449,347,67,473,0
6037,17,396,998,765,804,338,89,0
6038,657,319,406,292,718,37,424,0
6039,191,624,640,762,547,917,791,0
6040,891,247,761,315,878,481,645,1
6041,505,369,355,245,651,803,928,0
6042,497,945,320,599,802,234,53,1
6043,651,350,321,277,456,973,661,0
6044,264,24,174,88,429,491,29,1
6045,770,989,322,996,873,178,939,1
6046,517,814,742,733,901,620,705,1
6047,518,922,106,13,638,703,236,0
6048,498,720,522,655,734,52,341,1
6049,848,622,625,597,969,878,393,0
6050,693,4,116,437,373,804,121,1
6051,343,750,50,865,253,893,692,0
6052,938,267,719,49,218,800,543,1
6053,930,894,173,338,710,296,783,0
6054,44,688,484,809,934,467,688,1
6055,766,949,815,474,40,459,318,1
6056,63,645,760,673,649,369,11,1
6057,711,90,387,378,424,649,786,0
6058,968,220,860,48,587,412,681,1
6059,955,393,951,395,349,784,315,0
6060,629,823,89,870,606,278,206,1
6061,687,506,398,660,343,770,280,1
6062,725,395,253,400,387,49,242,0
6063,847,153,931,313,273,262,485,1
6064,864,586,14,220,280,351,81,0
6065,205,196,332,544,547,204,17,1
6066,90,363,345,965,248,868,352,1
6067,413,150,894,488,707,358,155,0
6068,559,739,326,188,447,520,862,0
6069,265,476,351,228,710,544,964,0
6070,308,585,896,199,827,537,948,0
6071,127,874,387,480,465,620,464,1
6072,61,341,409,739,942,513,944,1
6073,5,241,348,474,261,165,625,1
6074,390,672,452,163,116,240,123,0
6075,584,565,802,851,463,988,582,0
6076,467,230,64,905,456,412,846,1
6077,483,376,545,320,448,797,909,0
6078,608,403,170,948,69,232,176,0
6079,427,731,445,973,68,598,766,1
6080,533,640,169,537,568,50,285,1
6081,730,668,283,81,236,325,819,1
6082,1,581,756,844,82,25,429,1
6083,11,338,979,628,720,846,543,0
6084,305,480,879,532,690,715,43,0
6085,651,261,88,754,185,323,962,0
6086,744,434,788,744,835,622,599,0
6087,95,807,130,876,413,827,216,0
6088,652,891,855,308,476,758,524,1
6089,199,467,746,374,446,231,732,1
6090,374,91,60,485,337,95,200,1
6091,911,217,861,936,554,265,941,1
6092,341,119,316,133,84,990,69,0
6093,665,351,731,912,815,458,525,1
6094,402,529,244,576,318,671,681,1
6095,324,247,838,454,632,380,326,1
6096,952,841,260,253,533,447,834,1
6097,81,914,378,816,712,397,696,0
6098,12,155,766,309,473,284,382,1
6099,235,620,649,488,857,474,444,0
6100,405,592,119,805,374,326,317,1
6101,998,998,268,656,213,636,909,0
6102,745,312,948,731,727,714,853,0
6103,798,885,414,118,793,176,642,1
6104,647,198,873,451,677,95,784,1
6105,675,544,775,679,357,952,37,0
6106,87,273,873,991,93,403,242,1
6107,291,701,456,644,590,952,473,0
6108,285,994,907,762,740,583,997,1
6109,996,53,661,829,75,22,659,0
6110,104,979,196,46,370,430,449,1
6111,31,491,336,669,338,96,883,1
6112,456,42,116,958,89,636,340,0
6113,420,569,827,69,415,986,102,1
6114,93,243,872,752,775,653,899,0
6115,242,424,876,333,133,170,419,1
6116,294,449,586,206,312,122,502,0
6117,657,734,875,219,862,126,779,1
6118,869,534,728,220,255,87,30,0
6119,292,883,218,312,921,792,582,1
6120,130,986,467,76,346,895,196,1
6121,338,90,332,435,942,534,32,1
6122,9,509,24,950,210,132,734,0
6123,466,475,686,109,39,428,964,1
6124,487,588,680,615,889,92,135,0
6125,851,395,850,946,618,973,870,1
6126,698,219,102,702,897,701,736,0
6127,108,657,565,179,237,902,465,0
6128,923,810,352,16,252,661,795,1
6129,319,265,546,274,868,475,887,1
6130,743,975,368,406,523,60,976,0
6131,945,431,597,817,186,13,196,0
6132,390,471,278,322,739,835,497,1
6133,341,155,276,186,514,522,676,1
6134,983,20,193,397,231,454,499,1
6135,186,165,84,185,339,341,930,1
6136,567,770,880,66,979,436,816,0
6137,370,838,702,696,437,833,893,0
6138,185,486,550,894,930,62,446,1
6139,755,737,822,585,50,950,283,0
6140,558,447,947,521,450,884,798,1
6141,37,875,554,309,281,956,600,0
6142,54,843,979,708,271,202,361,0
6143,983,710,388,762,940,352,396,1
6144,371,348,658,846,439,464,254,1
6145,266,965,213,796,17,428,104,1
6146,993,269,213,57,478,514,841,0
6147,335,530,584,489,958,818,86,0
6148,798,343,137,728,251,872,896,1
6149,22,869,476,278,550,177,311,0
6150,287,40,257,256,227,919,737,0
6151,331,396,42,411,720,428,470,0
6152,257,828,5,628,949,806,158,0
6153,161,919,578,635,479,793,922,1
6154,238,38,522,153,424,148,342,1
6155,905,894,783,304,646,536,75,0
6156,85,386,263,203,960,501,119,0
6157,921,464,779,247,911,975,713,0
6158,195,605,381,941,557,975,821,1
6159,834,637,456,222,486,864,228,0
6160,247,721,28,944,802,817,126,0
6161,844,825,661,300,268,708,463,0
6162,570,622,693,114,753,108,443,0
6163,128,693,33,459,323,96,958,1
6164,968,601,202,212,862,96,190,0
6165,141,339,245,116,417,698,242,1
6166,20,231,435,706,641,584,192,0
6167,523,189,442,575,615,175,665,0
6168,467,201,149,374,638,802,612,0
6169,289,265,286,391,909,786,534,0
6170,9,183,954,648,637,930,809,1
6171,285,261,143,867,607,620,674,0
6172,609,727,414,639,688,707,298,0
6173,415,70,887,410,429,625,314,0
6174,136,279,115,632,955,291,638,0
6175,926,86,478,88,935,401,582,0
6176,11,486,375,323,549,721,21,1
6177,473,421,673,467,952,605,646,0
6178,888,659,305,488,967,88,606,0
6179,880,448,556,519,387,596,435,1
6180,610,8,797,822,550,81,711,0
6181,629,663,996,658,421,956,269,1
6182,462,971,998,271,744,552,235,0
6183,238,635,942,441,110,985,612,0
6184,734,314,192,60,155,520,477,0
6185,253,579,314,56,994,874,467,1
6186,105,477,537,230,960,180,954,1
6187,333,418,312,436,433,770,387,1
6188,159,511,317,905,122,381,586,0
6189,534,616,738,987,722,647,664,1
6190,703,131,393,383,796,797,487,1
6191,919,638,323,754,524,510,116,1
6192,51,937,625,360,559,570,496,0
6193,323,753,515,574,263,489,21,0
6194,752,756,640,278,11,33,635,0
6195,380,846,741,99,151,871,829,1
6196,789,413,692,46,494,581,622,1
6197,785,55,554,789,611,665,708,0
6198,256,746,950,537,778,161,38,0
6199,515,788,278,10,390,11,349,1
6200,154,657,974,807,625,980,462,0
6201,907,895,121,252,387,977,299,1
6202,862,687,234,6,35,950,208,0
6203,199,404,667,371,937,569,695,0
6204,630,601,618,308,135,669,340,1
6205,749,861,588,938,338,260,822,0
6206,605,83,410,693,447,158,136,1
6207,819,796,280,60,913,925,799,0
6208,558,267,53,924,876,322,99,0
6209,349,645,401,583,997,779,216,0
6210,333,80,587,5,444,811,927,1
6211,888,932,461,494,343,690,100,0
6212,575,159,147,967,698,479,465,0
6213,270,987,402,858,352,792,528,1
6214,709,842,542,684,144,817,255,0
6215,681,750,428,298,198,102,832,0
6216,515,80,865,784,340,697,615,1
6217,2,333,513,608,28,845,570,0
6218,768,976,825,76,888,50,248,0
6219,838,979,455,221,430,321,701,1
6220,804,213,637,880,556,260,883,1
6221,29,372,550,209,226,498,966,1
6222,590,652,545,697,98,186,975,0
6223,901,114,2,781,926,172,463,1
6224,393,462,261,232,49,118,750,1
6225,484,472,669,422,643,292,378,0
6226,623,171,185,209,15,421,912,0
6227,652,230,663,325,359,218,199,0
6228,392,890,816,562,504,602,711,0
6229,728,661,785,421,528,324,63,1
6230,432,953,774,136,957,333,248,1
6231,783,864,61,82,855,144,984,0
6232,260,0,871,480,381,547,894,0
6233,651,356,146,77,635,444,352,1
6234,562,921,557,140,389,685,526,0
6235,280,974,79,523,627,6,107,0
6236,652,434,911,959,601,552,101,1
6237,348,306,517,382,359,447,573,1
6238,285,940,629,616,115,336,286,1
6239,837,642,27,496,208,246,795,1
6240,293,990,567,328,23,762,453,0
6241,631,648,930,925,228,410,932,0
6242,292,580,272,766,215,296,91,0
6243,398,281,70,281,643,893,889,0
6244,708,303,297,682,561,427,437,1
6245,187,988,562,693,437,840,618,0
6246,524,932,299,621,139,394,401,1
6247,228,624,565,545,266,521,612,0
6248,665,158,694,526,509,298,917,0
6249,768,252,917,472,235,714,132,1
6250,244,732,200,870,631,119,493,0
6251,939,686,304,65,727,259,707,1
6252,147,60,289,416,22,882,639,0
6253,94,949,130,119,316,109,734,0
6254,574,986,904,101,323,512,15,1
6255,38,883,257,11,354,934,642,0
6256,438,311,887,17,229,423,109,1
6257,571,946,763,765,213,737,30,1
6258,823,112,134,81,83,742,431,1
6259,331,501,576,667,288,124,303,1
6260,987,690,25,899,648,822,980,1
6261,573,132,482,332,498,292,827,0
6262,568,880,604,538,675,294,317,1
6263,328,980,427,781,882,733,387,0
6264,278,713,747,124,114,46,148,1
6265,484,370,247,876,694,429,619,0
6266,374,109,845,162,124,121,182,0
6267,430,839,270,145,251,889,173,0
6268,840,369,648,190,51,851,671,0
6269,454,94,397,782,239,189,534,1
6270,422,375,666,698,722,704,869,1
6271,34,310,216,6,471,101,172,1
6272,840,949,203,754,728,207,487,0
6273,189,426,308,158,579,681,395,1
6274,11,806,328,97,471,385,105,0
6275,286,580,422,545,894,360,718,1
6276,229,119,290,73,496,335,132,0
6277,281,447,768,924,19,16,447,1
6278,856,375,219,609,103,674,345,1
6279,378,70,25,990,64,238,45,0
6280,805,75,849,978,417,506,139,0
6281,898,955,30,939,887,694,456,1
6282,467,79,303,503,73,222,518,0
6283,825,826,235,344,740,752,416,0
6284,157,468,219,695,655,32,549,0
6285,661,878,132,425,39,775,772,1
6286,20,642,791,967,736,559,84,0
6287,58,15,44,561,263,320,789,1
6288,4,473,461,887,713,543,932,1
6289,978,858,87,187,656,938,880,1
6290,942,468,308,890,945,449,149,1
6291,509,268,280,515,291,464,425,1
6292,857,882,431,888,881,375,727,1
6293,784,102,282,191,436,562,355,0
6294,85,221,785,435,29,126,191,1
6295,736,301,347,131,945,634,418,0
6296,266,814,565,301,924,348,663,0
6297,736,544,52,439,25,512,45,0
6298,883,312,259,83,365,493,107,1
6299,75,91,456,2,985,440,690,1
6300,596,3,409,168,55,699,57,1
6301,526,40,276,736,23,54,635,0
6302,742,753,393,531,979,506,485,1
6303,660,224,234,891,713,251,599,1
6304,539,33,903,293,575,226,426,1
6305,903,746,526,496,999,445,334,1
6306,671,562,407,196,812,741,158,0
6307,278,475,146,144,46,130,892,1
6308,599,3,949,709,735,778,962,1
6309,765,7,562,363,931,972,281,0
6310,790,961,226,980,240,969,435,1
6311,900,697,825,576,925,651,865,0
6312,239,458,616,578,646,326,12,0
6313,830,309,326,743,225,869,148,0
6314,160,586,217,778,361,149,412,1
6315,163,88,403,472,408,428,835,0
6316,524,170,674,895,364,988,311,0
6317,861,226,822,864,919,804,321,1
6318,315,13,880,672,928,852,273,1
6319,835,561,344,296,895,174,594,0
6320,194,840,900,264,305,480,318,1
6321,645,561,711,227,284,129,832,0
6322,273,301,584,259,208,37,202,1
6323,193,98,294,657,651,836,857,1
6324,665,774,137,340,385,616,283,1
6325,221,773,415,991,19,362,74,0
6326,569,152,218,999,785,803,20,1
6327,673,37,107,582,29,835,440,1
6328,776,252,851,61,456,473,119,1
6329,409,96,940,363,79,158,653,1
6330,249,568,785,614,244,654,555,0
6331,609,660,73,558,255,865,10,1
6332,539,32,747,667,944,972,834,1
6333,171,787,962,338,647,672,162,0
6334,122,159,56,568,353,28,894,1
6335,39,666,992,75,656,894,715,0
6336,297,877,972,865,906,237,185,0
6337,622,576,42,266,641,859,706,1
6338,504,314,724,968,511,283,900,1
6339,361,803,921,219,96,173,930,0
6340,122,601,561,286,91,342,152,0
6341,455,591,544,472,58,540,380,1
6342,177,576,58,130,746,177,243,1
6343,904,307,7,242,761,938,26,0
6344,669,503,389,911,751,308,928,0
6345,278,152,13,578,142,195,88,1
6346,26,463,546,458,612,719,36,1
6347,827,877,897,149,365,958,100,0
6348,751,597,478,174,519,817,539,0
6349,16,451,688,119,11,254,748,0
6350,664,642,902,667,229,426,748,1
6351,567,112,458,857,24,722,621,0
6352,912,753,389,223,375,739,603,0
6353,334,182,404,366,599,798,104,0
6354,456,396,282,285,684,97,164,0
6355,189,961,302,512,821,514,838,1
6356,525,95,530,366,617,309,685,1
6357,733,152,3,718,59,664,975,0
6358,585,263,117,473,464,744,844,0
6359,827,277,897,232,122,236,277,0
6360,521,421,785,778,218,759,919,0
6361,122,822,185,857,681,128,54,0
6362,837,231,190,43,590,811,951,0
6363,956,983,823,197,380,499,597,1
6364,444,809,619,65,240,131,137,0
6365,728,717,142,840,275,592,340,0
6366,565,570,708,980,473,168,146,1
6367,592,854,45,585,972,40,267,1
6368,227,185,572,796,1,57,252,1
6369,164,298,625,7,476,243,221,1
6370,532,342,998,830,851,277,191,1
6371,272,477,507,668,635,934,207,0
6372,518,882,980,295,458,959,204,1
6373,839,291,337,43,352,195,956,0
6374,908,470,149,986,598,251,411,0
6375,283,510,121,721,549,694,154,0
6376,724,979,672,113,440,443,761,1
6377,592,649,966,533,782,504,563,1
6378,37,257,327,455,404,994,465,1
6379,944,723,7,758,568,760,128,0
6380,816,184,58,334,755,284,574,0
6381,143,366,539,609,991,346,52,0
6382,477,309,644,117,138,829,155,0
6383,12,837,15,698,145,819,750,0
6384,780,263,593,913,606,679,164,1
6385,991,798,577,10,892,145,443,0
6386,197,687,804,310,518,368,70,1
6387,483,739,493,803,957,740,691,0
6388,812,562,311,761,980,224,167,1
6389,747,628,141,292,666,259,34,1
6390,611,459,112,373,493,803,689,0
6391,523,676,159,166,459,714,282,1
6392,32,312,510,418,859,302,540,1
6393,258,403,592,594,956,89,782,1
6394,116,704,810,210,821,659,29,1
6395,323,887,105,678,940,781,187,1
6396,518,286,471,846,902,81,253,1
6397,472,240,618,259,185,309,356,1
6398,226,308,772,124,675,713,509,0
6399,47,492,432,450,792,469,97,1
6400,449,884,645,738,196,824,111,0
6401,240,295,671,853,502,953,133,0
6402,270,370,840,667,483,988,123,0
6403,305,942,444,532,240,686,504,1
6404,677,287,444,512,153,195,270,1
6405,961,537,211,826,370,745,773,1
6406,197,327,848,753,56,575,603,1
6407,506,950,500,851,821,398,825,0
6408,740,653,212,164,65,578,464,0
6409,512,778,897,319,571,110,263,0
6410,68,714,717,781,353,949,803,1
6411,937,113,69,317,864,681,603,1
6412,632,205,210,317,844,569,281,0
